"","id","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","reviews_per_month","calculated_host_listings_count","availability_365"
"26443",21045451,2,27,40.66819,-73.92394,2,70,2,5,0.25,2,46
"26444",21047121,3,138,40.74685,-73.97892,1,1177,3,42,2.03,3,284
"26445",21048346,3,96,40.76892,-73.99016,2,110,3,2,0.09,1,0
"26446",21050522,2,215,40.71101,-73.96217,2,65,6,1,0.05,1,0
"26447",21051477,2,64,40.65604,-73.88426,2,30,1,0,1.37322142985866,1,174
"26448",21052514,2,29,40.70393,-73.91427,1,120,2,1,0.05,1,0
"26449",21053044,4,106,40.68501,-73.79162,2,33,1,7,0.35,3,139
"26450",21053432,4,167,40.69787,-73.90008,2,38,2,4,0.19,1,175
"26451",21054012,4,184,40.66013,-73.77166,1,200,3,23,1.18,2,357
"26452",21054217,3,35,40.74881,-73.99375,1,790,2,42,1.99,1,36
"26453",21055153,3,128,40.75614,-73.96706,1,225,5,30,1.4,1,0
"26454",21055192,4,54,40.77429,-73.92123,2,90,2,8,0.38,1,87
"26455",21055320,4,54,40.77839,-73.90866,2,100,2,1,0.05,1,0
"26456",21056487,3,179,40.7228,-73.99799,2,99,2,35,1.62,2,129
"26457",21056510,4,118,40.75599,-73.93415,2,55,1,76,3.56,9,229
"26458",21056653,4,118,40.75571,-73.9338,2,55,1,54,2.54,9,265
"26459",21056691,4,118,40.7558,-73.93399,2,58,1,62,2.87,9,279
"26460",21057693,2,14,40.69155,-73.94736,1,97,15,8,0.39,1,0
"26461",21057716,2,14,40.68884,-73.93355,1,165,3,10,0.46,1,158
"26462",21057757,3,203,40.77478,-73.97986,1,125,30,5,0.26,1,0
"26463",21058573,2,53,40.67966,-73.89028,1,106,1,2,0.11,3,0
"26464",21058648,4,78,40.74729,-73.81865,2,60,1,92,4.26,6,362
"26465",21062611,2,82,40.62053,-74.03942,1,99,2,28,1.36,1,69
"26466",21063162,3,96,40.76192,-73.9909,1,180,3,3,0.14,1,0
"26467",21064170,3,95,40.80844,-73.9502,1,129,28,7,0.35,1,40
"26468",21064623,3,96,40.76007,-73.99078,1,160,7,3,0.15,1,0
"26469",21065293,3,96,40.76583,-73.98669,2,86,1,158,7.33,5,170
"26470",21066041,2,29,40.7049,-73.92448,2,155,1,4,0.19,2,0
"26471",21067165,2,14,40.68779,-73.95347,1,185,2,50,2.34,1,14
"26472",21067451,3,96,40.76195,-73.99077,2,210,1,4,0.22,1,0
"26473",21068619,3,95,40.80436,-73.95649,2,80,45,1,0.05,1,0
"26474",21068818,3,96,40.76269,-73.99364,1,130,30,4,0.23,20,272
"26475",21068875,3,62,40.79979,-73.94104,1,113,1,1,0.05,1,0
"26476",21069115,2,152,40.67711,-73.98074,1,160,3,2,0.1,1,0
"26477",21072318,2,215,40.7173,-73.96199,1,350,7,3,0.14,1,0
"26478",21073975,3,138,40.75008,-73.97655,1,222,30,2,0.15,50,364
"26479",21076625,3,95,40.80752,-73.94994,2,65,6,9,0.42,2,333
"26480",21078963,3,62,40.79483,-73.93478,2,90,3,2,0.09,1,0
"26481",21078966,3,95,40.80531,-73.94187,2,65,3,3,0.14,1,0
"26482",21079505,3,207,40.85117,-73.94344,2,55,3,66,3.05,1,251
"26483",21079975,2,191,40.6606,-73.99455,1,94,2,24,1.15,1,12
"26484",21080763,3,113,40.74061,-73.97991,1,185,30,4,0.25,91,201
"26485",21081485,4,51,40.74533,-73.86076,2,49,2,127,6.05,1,64
"26486",21081721,3,120,40.71389,-73.98889,2,80,1,9,0.42,1,0
"26487",21081736,2,31,40.64008,-73.89302,1,139,2,64,3.11,1,358
"26488",21081875,3,62,40.80225,-73.94491,2,70,1,0,1.37322142985866,1,0
"26489",21081975,2,52,40.6696,-73.94253,1,400,11,1,0.05,1,0
"26490",21082194,4,100,40.65979,-73.8315,2,45,1,1,0.05,2,0
"26491",21082203,3,207,40.83784,-73.94081,2,75,3,2,0.09,1,0
"26492",21088326,3,36,40.71587,-73.9989,2,100,2,1,0.05,1,0
"26493",21088999,3,93,40.72801,-74.00105,1,150,80,18,0.87,1,182
"26494",21089520,2,14,40.67865,-73.9126,1,100,2,115,5.38,1,225
"26495",21089707,3,120,40.71808,-73.99147,1,139,2,2,0.1,1,0
"26496",21090094,1,155,40.86506,-73.84295,1,40,2,37,1.81,1,35
"26497",21091355,3,202,40.76139,-73.96222,1,80,30,4,0.26,8,272
"26498",21091844,4,78,40.76604,-73.79442,2,100,1,34,1.65,2,189
"26499",21094022,2,215,40.71111,-73.94792,2,100,2,2,0.1,1,0
"26500",21094476,2,52,40.67701,-73.96249,1,150,2,53,2.49,1,160
"26501",21094894,3,96,40.76842,-73.99109,1,273,1,46,2.19,1,166
"26502",21095257,3,179,40.72653,-74.00054,1,225,3,79,3.88,1,151
"26503",21095546,2,191,40.64651,-74.01749,1,100,3,0,1.37322142985866,1,0
"26504",21095775,2,57,40.69772,-73.98365,1,135,2,18,0.84,1,0
"26505",21096186,3,93,40.72838,-73.99897,1,400,4,1,0.05,1,0
"26506",21097166,2,20,40.68701,-73.98842,1,125,2,91,4.61,2,62
"26507",21098387,3,96,40.75906,-73.98898,2,150,2,0,1.37322142985866,1,0
"26508",21098555,3,138,40.74848,-73.97564,2,222,30,0,1.37322142985866,50,364
"26509",21098717,3,138,40.74896,-73.9762,1,175,30,1,0.08,50,364
"26510",21098719,3,95,40.81631,-73.93933,1,70,3,39,1.83,1,4
"26511",21098848,3,138,40.74877,-73.97565,1,175,30,1,0.19,50,364
"26512",21098980,3,138,40.74829,-73.97554,1,130,30,3,0.16,50,364
"26513",21103362,3,210,40.73223,-74.00489,1,150,4,1,0.05,1,6
"26514",21104475,4,60,40.77063,-73.87543,2,45,1,222,10.39,1,164
"26515",21104699,4,167,40.69385,-73.90296,2,50,1,50,2.34,2,341
"26516",21105248,2,215,40.71566,-73.94486,2,100,3,1,0.05,1,0
"26517",21106002,3,36,40.71363,-73.9909,2,90,1,58,2.68,2,10
"26518",21106251,2,52,40.67359,-73.95812,2,45,3,9,0.43,2,0
"26519",21106349,2,217,40.65853,-73.98301,1,175,2,54,3.56,1,135
"26520",21106395,3,203,40.78489,-73.97345,2,99,20,7,0.42,2,125
"26521",21107481,2,29,40.68949,-73.90987,2,60,1,66,3.24,3,120
"26522",21108399,2,215,40.71328,-73.9633,1,158,30,8,0.42,1,283
"26523",21108401,2,215,40.71727,-73.95597,2,60,4,36,1.67,4,0
"26524",21108458,2,215,40.71171,-73.95158,2,45,7,0,1.37322142985866,1,0
"26525",21109037,3,203,40.77895,-73.98332,2,145,1,43,2.01,1,197
"26526",21109039,4,78,40.75951,-73.82189,1,110,30,5,0.27,15,297
"26527",21110331,1,135,40.80762,-73.92454,1,115,2,100,4.76,1,130
"26528",21110408,2,14,40.68563,-73.93863,2,50,2,23,1.08,5,0
"26529",21110494,4,78,40.75898,-73.81448,2,45,3,67,3.16,10,349
"26530",21110709,4,5,40.7726,-73.92298,1,180,4,41,2.22,1,120
"26531",21111912,2,215,40.70822,-73.95921,1,350,30,5,0.24,1,166
"26532",21112291,2,215,40.71195,-73.95872,1,125,3,40,1.85,1,0
"26533",21112746,3,203,40.78607,-73.97717,1,180,5,27,1.25,1,0
"26534",21112848,4,184,40.6651,-73.76614,2,70,1,19,0.94,4,84
"26535",21112924,3,95,40.8258,-73.94405,1,126,3,15,0.7,1,2
"26536",21113189,3,65,40.72615,-73.99072,1,190,4,14,0.71,1,0
"26537",21116698,2,14,40.68191,-73.92064,2,50,3,86,3.97,4,346
"26538",21118650,2,14,40.68242,-73.95754,2,50,3,18,1.04,2,0
"26539",21118725,3,36,40.71396,-73.99151,2,95,1,55,2.56,2,10
"26540",21119908,2,14,40.68988,-73.95396,2,100,1,0,1.37322142985866,1,0
"26541",21120246,2,29,40.69883,-73.91583,1,115,2,1,0.09,3,0
"26542",21120547,4,165,40.69474,-73.82284,1,85,2,33,1.62,1,179
"26543",21121438,1,112,40.86924,-73.90651,2,40,30,4,0.19,2,148
"26544",21121441,3,35,40.74083,-74.00349,1,195,5,0,1.37322142985866,1,0
"26545",21121507,2,8,40.62398,-74.02786,2,79,1,0,1.37322142985866,2,179
"26546",21121688,2,8,40.62569,-74.02654,2,89,1,3,0.14,2,269
"26547",21122097,3,120,40.7111,-73.98865,3,32,14,4,0.25,28,341
"26548",21122874,1,153,40.83408,-73.87419,2,28,3,27,1.32,2,214
"26549",21123576,2,14,40.68444,-73.95156,2,55,3,1,0.05,1,0
"26550",21124150,4,100,40.65059,-73.82896,1,100,1,42,1.97,1,220
"26551",21125733,2,81,40.69211,-73.98102,2,125,3,60,2.79,1,0
"26552",21127460,2,52,40.66505,-73.95998,1,150,2,1,0.05,1,0
"26553",21133911,3,203,40.77538,-73.98814,1,300,30,7,0.38,25,313
"26554",21135737,2,92,40.73222,-73.95395,1,150,3,0,1.37322142985866,1,0
"26555",21136103,2,215,40.71054,-73.94691,2,115,2,0,1.37322142985866,1,0
"26556",21136144,3,62,40.79803,-73.93648,2,100,1,35,1.82,2,318
"26557",21136837,2,14,40.68454,-73.94829,2,45,4,0,1.37322142985866,1,0
"26558",21136851,4,54,40.76982,-73.90254,1,150,2,18,0.86,2,364
"26559",21138538,3,203,40.78631,-73.97752,1,199,2,27,1.34,1,335
"26560",21138554,2,42,40.68729,-73.96785,2,50,14,0,1.37322142985866,1,0
"26561",21138717,3,202,40.7766,-73.94862,1,275,30,17,0.79,1,196
"26562",21138939,2,29,40.68765,-73.90821,2,75,1,11,0.52,1,0
"26563",21139003,2,46,40.68787,-74.00037,1,150,15,5,0.25,1,105
"26564",21139175,2,61,40.66197,-73.92587,1,180,3,14,0.69,1,175
"26565",21139541,4,78,40.7557,-73.81237,2,43,2,43,1.99,10,365
"26566",21139788,2,215,40.71655,-73.94162,2,85,1,28,1.35,2,0
"26567",21139869,3,113,40.74274,-73.97918,2,115,1,160,7.43,1,15
"26568",21139995,2,52,40.67834,-73.94899,1,105,3,8,0.38,1,188
"26569",21140860,2,92,40.72109,-73.94679,2,70,3,1,0.05,1,0
"26570",21140951,3,203,40.77576,-73.98883,1,290,30,4,0.22,25,281
"26571",21141576,4,78,40.76407,-73.82518,1,148,1,24,1.15,1,77
"26572",21141704,3,65,40.73091,-73.98223,2,110,2,29,1.47,2,0
"26573",21142363,3,203,40.78729,-73.97033,2,110,30,0,1.37322142985866,1,0
"26574",21147249,4,5,40.75811,-73.90954,2,43,4,19,1.64,2,1
"26575",21147708,3,95,40.79969,-73.95449,1,170,3,44,2.23,1,0
"26576",21147943,2,160,40.65516,-73.96121,2,65,28,5,0.26,3,297
"26577",21148021,3,62,40.79477,-73.93282,2,90,2,3,0.15,1,0
"26578",21148292,3,202,40.77057,-73.95759,1,159,30,1,0.05,87,344
"26579",21148829,4,167,40.7087,-73.90897,1,175,4,2,0.11,1,0
"26580",21149773,2,29,40.69848,-73.93749,2,60,1,72,3.34,1,16
"26581",21149901,2,109,40.64382,-73.97774,2,35,3,1,0.05,1,0
"26582",21151290,2,29,40.68824,-73.91628,1,148,2,92,4.33,2,4
"26583",21151399,3,95,40.82154,-73.94554,1,110,15,1,0.05,1,0
"26584",21151898,3,62,40.80893,-73.93982,2,115,3,17,0.83,2,0
"26585",21153619,3,120,40.71426,-73.98873,2,85,2,30,1.43,10,344
"26586",21154544,3,95,40.8152,-73.95175,2,50,15,0,1.37322142985866,1,0
"26587",21155115,3,203,40.79221,-73.97331,1,120,4,7,0.33,1,0
"26588",21156632,1,153,40.83439,-73.8585,2,300,2,9,0.47,1,0
"26589",21158552,2,32,40.67584,-74.00057,1,200,2,6,0.32,1,23
"26590",21158775,2,42,40.69075,-73.9677,2,319,1,52,2.48,11,365
"26591",21159450,3,202,40.77669,-73.94822,2,100,3,5,0.24,1,0
"26592",21160332,2,215,40.72017,-73.9575,1,200,120,0,1.37322142985866,1,263
"26593",21160958,2,14,40.69592,-73.93793,2,80,1,5,0.24,2,0
"26594",21161038,2,163,40.67844,-74.01058,1,120,2,98,4.64,1,193
"26595",21161561,3,202,40.77112,-73.96226,1,239,7,70,3.76,1,185
"26596",21161707,3,65,40.7277,-73.97841,2,71,2,112,5.22,1,129
"26597",21161871,3,128,40.75643,-73.96847,1,120,2,7,0.36,2,0
"26598",21163303,3,203,40.80015,-73.96159,2,145,2,0,1.37322142985866,1,0
"26599",21163689,2,42,40.6926,-73.9639,2,95,1,4,0.19,1,0
"26600",21164579,4,78,40.76047,-73.83193,2,100,2,1,0.05,1,0
"26601",21165138,4,56,40.76962,-73.74795,2,65,2,21,0.98,3,89
"26602",21169968,2,92,40.72402,-73.95285,2,60,10,0,1.37322142985866,1,89
"26603",21170090,3,95,40.8235,-73.94619,1,100,2,1,0.28,1,1
"26604",21171230,4,13,40.6004,-73.7667,2,47,30,8,0.38,2,303
"26605",21171726,3,120,40.71509,-73.98992,1,126,3,4,0.19,1,3
"26606",21172187,1,153,40.83555,-73.8757,2,25,3,38,1.82,2,119
"26607",21172762,3,96,40.75684,-73.99465,2,114,1,133,6.23,2,67
"26608",21172924,3,128,40.7557,-73.96871,1,185,3,35,1.66,1,0
"26609",21173148,3,95,40.81138,-73.95442,1,165,3,22,1.03,1,0
"26610",21173263,2,29,40.6897,-73.91512,2,60,2,1,0.05,1,0
"26611",21174008,3,210,40.73309,-74.00482,1,225,1,74,3.66,1,3
"26612",21174364,3,202,40.77421,-73.95544,1,150,1,1,0.05,1,0
"26613",21174445,4,190,40.74351,-73.92577,2,55,7,1,0.05,2,353
"26614",21174566,3,96,40.76616,-73.98441,2,125,1,39,1.83,1,0
"26615",21174693,2,21,40.64103,-73.99228,2,59,8,7,0.33,1,109
"26616",21174772,4,5,40.76705,-73.9169,2,95,2,13,0.61,2,0
"26617",21175036,2,75,40.64356,-73.96318,2,75,3,19,0.9,1,78
"26618",21175139,3,95,40.80323,-73.94253,2,1500,5,3,0.14,5,219
"26619",21175160,3,95,40.81821,-73.94746,2,85,30,53,2.49,4,309
"26620",21175464,2,52,40.67249,-73.94933,2,75,3,1,0.05,1,0
"26621",21175493,2,152,40.6749,-73.97979,2,130,1,14,0.69,1,0
"26622",21175597,3,95,40.81899,-73.94584,2,70,30,29,1.36,4,292
"26623",21175822,3,202,40.77585,-73.95101,1,128,4,12,0.6,1,0
"26624",21175996,3,207,40.84334,-73.9405,1,130,2,94,4.41,1,116
"26625",21176110,3,95,40.81042,-73.94717,1,120,4,5,0.26,1,0
"26626",21176417,2,81,40.68569,-73.97346,2,69,5,0,1.37322142985866,1,0
"26627",21177066,3,203,40.80003,-73.96446,2,47,1,0,1.37322142985866,1,0
"26628",21177156,3,65,40.72236,-73.98534,1,181,2,10,0.47,1,0
"26629",21177608,2,29,40.6897,-73.9064,2,48,2,39,1.83,4,179
"26630",21177976,3,95,40.81978,-73.95476,2,50,2,0,1.37322142985866,1,0
"26631",21178032,4,78,40.75547,-73.83547,2,60,2,24,1.14,3,76
"26632",21178117,4,78,40.75379,-73.83011,2,58,3,20,0.97,3,88
"26633",21181643,3,35,40.75133,-73.99671,2,99,1,77,3.64,1,101
"26634",21182937,4,221,40.74371,-73.9109,1,150,3,87,4.59,3,200
"26635",21183312,2,92,40.724,-73.95202,1,225,1,18,0.87,1,0
"26636",21183975,2,64,40.66739,-73.88739,2,40,1,7,0.33,3,364
"26637",21184012,2,82,40.61902,-74.03514,1,130,2,47,2.23,1,165
"26638",21184173,4,12,40.75433,-73.7688,2,35,1,92,4.3,3,318
"26639",21184304,3,202,40.77122,-73.95909,1,169,30,0,1.37322142985866,87,344
"26640",21184343,3,62,40.79567,-73.9366,2,150,1,44,2.07,2,305
"26641",21185183,3,35,40.75121,-73.99812,1,169,30,1,0.05,121,282
"26642",21185448,2,52,40.67335,-73.95391,2,37,15,21,1.44,4,67
"26643",21185633,3,202,40.77606,-73.95422,1,125,30,5,0.34,5,342
"26644",21185909,2,14,40.67941,-73.9193,2,62,2,28,1.34,1,0
"26645",21186749,2,42,40.6859,-73.96109,1,120,2,17,0.92,1,8
"26646",21187856,2,14,40.68254,-73.94504,2,55,5,6,0.29,1,0
"26647",21188044,2,77,40.62187,-73.94414,1,250,1,0,1.37322142985866,1,0
"26648",21188555,2,14,40.69358,-73.93721,2,45,3,2,0.09,1,0
"26649",21189177,2,14,40.69261,-73.93325,2,120,3,22,1.03,1,357
"26650",21190325,2,42,40.68628,-73.96707,2,55,5,2,0.11,1,0
"26651",21190502,3,65,40.72982,-73.98593,1,140,2,2,0.11,1,0
"26652",21190746,2,92,40.7257,-73.95606,2,100,1,2,0.11,1,0
"26653",21191264,3,120,40.72269,-73.98862,2,80,3,23,1.1,1,28
"26654",21191462,2,52,40.67541,-73.96061,1,70,7,2,0.11,1,0
"26655",21191546,2,14,40.68747,-73.92879,1,189,3,77,3.66,1,17
"26656",21191862,4,78,40.77317,-73.82405,2,200,2,12,0.64,7,35
"26657",21192066,2,64,40.66756,-73.88704,2,45,1,6,0.28,3,333
"26658",21192123,3,93,40.73366,-73.99805,1,275,120,0,1.37322142985866,1,235
"26659",21192158,3,138,40.75001,-73.97573,1,150,30,2,0.28,50,364
"26660",21192284,3,138,40.74872,-73.97701,1,150,30,1,0.05,50,364
"26661",21192354,2,31,40.63928,-73.91081,2,65,1,2,0.19,2,365
"26662",21192364,3,138,40.74877,-73.977,1,150,30,2,0.21,50,364
"26663",21192430,3,138,40.74839,-73.97683,1,195,30,0,1.37322142985866,50,364
"26664",21195408,2,14,40.68212,-73.95419,2,59,5,5,0.24,1,0
"26665",21197268,4,85,40.70404,-73.85832,2,43,1,9,0.42,2,301
"26666",21198038,2,92,40.72268,-73.94163,1,160,10,0,1.37322142985866,1,42
"26667",21199473,4,78,40.75602,-73.80241,2,95,1,22,1.12,2,0
"26668",21199546,2,14,40.68634,-73.95709,1,190,20,2,0.14,1,310
"26669",21199630,3,202,40.7717,-73.96116,1,125,30,5,0.26,91,347
"26670",21200108,2,44,40.68553,-73.99804,1,165,2,0,1.37322142985866,1,0
"26671",21200993,3,120,40.7198,-73.98209,2,135,1,50,2.35,1,32
"26672",21201088,2,14,40.68019,-73.91102,1,225,3,12,0.61,1,72
"26673",21201777,2,215,40.71858,-73.96283,1,380,1,128,5.99,1,173
"26674",21202563,2,92,40.7284,-73.94983,1,200,3,0,1.37322142985866,1,0
"26675",21203545,3,203,40.76946,-73.986,1,129,3,2,0.1,2,0
"26676",21203987,2,14,40.69195,-73.96045,1,133,2,101,4.93,1,87
"26677",21204122,2,29,40.69472,-73.92376,2,44,2,3,0.14,2,0
"26678",21204708,3,65,40.7269,-73.9847,1,142,10,22,1.04,1,0
"26679",21204890,3,95,40.81567,-73.94841,2,55,3,100,4.69,1,11
"26680",21205374,4,5,40.76761,-73.93567,1,185,9,6,0.42,1,15
"26681",21205622,4,118,40.75608,-73.93048,2,110,4,5,0.24,2,0
"26682",21205650,3,138,40.75017,-73.97684,1,175,30,0,1.37322142985866,50,364
"26683",21205810,3,138,40.74817,-73.97665,1,222,30,1,0.21,50,364
"26684",21205891,3,138,40.74876,-73.97553,1,175,30,5,0.37,50,344
"26685",21206002,3,138,40.74865,-73.9753,1,175,30,0,1.37322142985866,50,364
"26686",21206343,2,215,40.71433,-73.94026,1,115,2,5,0.23,2,0
"26687",21206529,2,215,40.71866,-73.96417,2,180,1,1,0.05,1,0
"26688",21209950,3,36,40.718,-73.99666,2,80,4,2,0.09,1,0
"26689",21210250,3,207,40.83638,-73.94294,1,125,30,3,0.15,2,323
"26690",21211033,2,14,40.68964,-73.95259,1,125,2,11,0.53,2,0
"26691",21211369,2,52,40.66541,-73.95736,1,475,1,29,1.72,1,123
"26692",21212060,2,14,40.682,-73.91572,2,750,1,4,0.22,4,89
"26693",21212488,4,5,40.77061,-73.92109,1,86,4,3,0.15,1,0
"26694",21212612,2,52,40.66788,-73.95111,2,75,1,55,2.7,1,35
"26695",21212937,3,202,40.76114,-73.961,1,153,30,1,0.05,33,365
"26696",21213047,3,35,40.74226,-74.00602,1,165,2,11,0.53,1,2
"26697",21213095,4,167,40.70278,-73.90229,2,55,1,37,2.58,1,75
"26698",21213775,4,106,40.6841,-73.78203,2,50,1,7,0.38,4,155
"26699",21213799,3,95,40.82332,-73.94426,2,45,30,2,0.1,8,261
"26700",21214101,4,72,40.59382,-73.75503,2,35,1,1,0.05,1,0
"26701",21214554,4,167,40.71063,-73.9152,2,90,7,28,1.34,1,157
"26702",21215073,3,35,40.74337,-73.99362,2,149,2,19,0.89,1,274
"26703",21215200,3,35,40.74325,-73.99975,1,175,2,67,3.31,2,101
"26704",21216288,4,167,40.706,-73.91418,1,90,4,4,0.26,1,0
"26705",21217074,3,95,40.80475,-73.9491,1,108,30,3,0.23,4,213
"26706",21217451,2,215,40.71783,-73.95036,2,78,2,31,1.46,3,0
"26707",21217698,3,131,40.81373,-73.96013,2,50,1,0,1.37322142985866,1,0
"26708",21218250,2,29,40.69952,-73.92616,1,250,6,1,0.05,1,0
"26709",21218639,3,120,40.72105,-73.9931,1,95,2,5,0.24,1,0
"26710",21219137,3,120,40.71686,-73.98458,2,85,1,1,0.05,1,0
"26711",21219651,2,52,40.67212,-73.95253,2,100,1,58,2.74,1,37
"26712",21219737,4,190,40.73554,-73.91858,2,60,60,0,1.37322142985866,1,179
"26713",21220573,3,128,40.75649,-73.97126,1,160,4,12,0.59,1,0
"26714",21222809,2,14,40.68904,-73.9428,2,68,1,37,1.84,1,0
"26715",21223569,3,170,40.76301,-73.94959,2,85,3,34,1.6,2,195
"26716",21224447,2,215,40.71191,-73.95988,1,198,30,9,0.44,3,298
"26717",21224844,2,215,40.70958,-73.96525,1,290,3,6,0.33,1,0
"26718",21225854,4,167,40.6999,-73.90059,2,48,3,2,0.11,1,0
"26719",21226494,3,207,40.84301,-73.94175,3,60,1,0,1.37322142985866,1,0
"26720",21226783,2,52,40.67234,-73.914,2,75,1,34,1.62,1,35
"26721",21227009,3,35,40.7456,-73.99771,1,250,4,1,0.05,1,0
"26722",21227069,3,95,40.80305,-73.95766,2,50,5,8,0.39,1,188
"26723",21227092,2,52,40.67261,-73.9578,2,90,1,0,1.37322142985866,1,0
"26724",21227721,3,96,40.7613,-73.99155,2,155,1,58,2.72,4,304
"26725",21228962,3,93,40.73386,-73.99643,1,220,5,7,0.33,1,0
"26726",21229168,3,145,40.72535,-73.99341,1,250,2,22,1.04,1,89
"26727",21230082,3,202,40.76203,-73.96607,1,378,1,72,3.65,1,52
"26728",21230106,2,29,40.69237,-73.91907,1,325,3,0,1.37322142985866,1,0
"26729",21230213,2,14,40.68527,-73.93924,2,35,2,1,0.05,1,0
"26730",21230280,4,78,40.77241,-73.82388,2,45,2,24,1.22,7,57
"26731",21230688,3,95,40.80436,-73.94865,1,96,30,5,0.53,4,32
"26732",21230883,2,215,40.70796,-73.92412,2,78,2,3,1.55,1,73
"26733",21231068,3,65,40.7248,-73.9854,2,110,4,23,1.11,1,93
"26734",21231249,2,14,40.69238,-73.93989,2,37,10,1,0.05,1,0
"26735",21231543,4,106,40.70428,-73.81353,2,135,1,0,1.37322142985866,18,365
"26736",21232999,2,109,40.64388,-73.9813,2,45,1,52,2.47,11,42
"26737",21233255,3,120,40.72229,-73.99308,2,60,3,10,0.47,1,0
"26738",21236661,3,62,40.80101,-73.9439,1,125,4,1,0.05,1,0
"26739",21236786,4,5,40.76505,-73.93002,2,95,1,0,1.37322142985866,1,177
"26740",21238053,2,14,40.68742,-73.91957,1,5000,2,8,0.38,1,0
"26741",21239054,2,44,40.68611,-73.99877,1,115,2,2,0.1,1,0
"26742",21239226,3,87,40.73818,-73.98671,1,250,1,0,1.37322142985866,1,0
"26743",21239497,2,81,40.69269,-73.97977,2,179,2,6,0.3,1,0
"26744",21239728,3,95,40.81986,-73.94414,1,99,2,63,3.71,1,18
"26745",21239864,2,129,40.61193,-73.96259,2,65,3,3,0.16,1,364
"26746",21239885,3,95,40.81083,-73.95188,2,125,4,0,1.37322142985866,1,0
"26747",21240760,2,215,40.71321,-73.95073,2,75,25,3,0.16,2,161
"26748",21240926,3,202,40.77179,-73.95585,1,125,5,48,2.3,1,2
"26749",21241079,3,210,40.73261,-74.00713,1,295,2,7,0.33,1,365
"26750",21241316,3,65,40.72374,-73.97989,1,200,2,3,0.16,2,0
"26751",21241829,3,93,40.73393,-73.99306,2,200,3,9,0.43,1,0
"26752",21243315,2,29,40.70033,-73.92635,2,60,2,1,0.05,1,0
"26753",21243952,4,106,40.70288,-73.81531,2,135,1,1,0.05,18,365
"26754",21244035,4,106,40.70319,-73.8141,2,135,1,2,0.09,18,365
"26755",21244390,3,96,40.75703,-73.99371,2,100,1,130,6.25,2,45
"26756",21244514,2,86,40.67543,-73.98455,1,250,4,70,3.51,3,174
"26757",21245112,4,118,40.74923,-73.95031,2,125,2,21,1.49,1,128
"26758",21247455,2,14,40.68639,-73.9202,2,38,2,15,0.73,1,0
"26759",21247657,2,42,40.69427,-73.96848,1,220,2,57,3.8,1,77
"26760",21248835,3,202,40.77832,-73.95017,2,100,30,6,0.33,1,0
"26761",21249456,2,152,40.67059,-73.98621,1,150,2,2,0.1,2,0
"26762",21249676,2,42,40.69466,-73.96703,2,58,1,48,2.27,2,0
"26763",21249716,3,96,40.76234,-73.99036,2,160,2,30,1.55,1,162
"26764",21249869,2,29,40.6832,-73.90639,1,130,2,7,0.39,3,0
"26765",21250629,3,202,40.77398,-73.9498,1,200,4,1,0.05,1,0
"26766",21250819,1,17,40.85632,-73.88631,2,35,3,7,0.38,2,357
"26767",21251256,3,62,40.8068,-73.93932,2,45,1,84,3.97,10,347
"26768",21251623,2,160,40.66282,-73.95128,1,235,2,76,3.64,2,121
"26769",21252149,3,203,40.78138,-73.98139,2,150,1,138,6.51,1,197
"26770",21253000,2,29,40.69241,-73.90545,3,35,30,0,1.37322142985866,8,312
"26771",21253486,2,29,40.68863,-73.91887,2,40,2,23,1.25,1,8
"26772",21253502,3,96,40.76183,-73.99181,1,525,1,21,1.13,4,292
"26773",21253506,4,69,40.73698,-73.88064,1,85,2,1,0.05,1,0
"26774",21253783,3,203,40.76858,-73.9847,1,253,3,1,0.05,1,0
"26775",21253972,3,202,40.763,-73.96044,1,275,3,1,0.05,1,0
"26776",21254023,3,35,40.74772,-74.002,2,110,2,2,0.1,1,0
"26777",21254336,2,160,40.65711,-73.95747,1,73,31,1,0.06,1,32
"26778",21254718,3,131,40.80647,-73.96576,1,573,3,1,0.11,2,0
"26779",21254856,4,54,40.77823,-73.91247,2,80,1,0,1.37322142985866,1,0
"26780",21256268,3,202,40.77398,-73.95109,1,170,2,51,2.44,1,33
"26781",21257726,4,167,40.70626,-73.90931,1,135,5,36,1.78,1,325
"26782",21259596,3,87,40.73765,-73.98454,1,1100,30,34,1.94,2,333
"26783",21259803,3,62,40.7895,-73.9441,1,120,5,20,1.04,1,341
"26784",21259931,2,215,40.71153,-73.96088,1,195,3,4,0.22,1,0
"26785",21260624,5,115,40.57641,-74.12931,1,115,2,29,1.41,1,71
"26786",21261549,2,14,40.68642,-73.95608,2,70,2,10,0.48,2,0
"26787",21263008,3,87,40.7368,-73.98307,1,766,30,13,0.66,2,352
"26788",21263120,3,95,40.81875,-73.94467,1,200,3,25,1.8,1,0
"26789",21263179,2,163,40.67503,-74.01505,1,150,1,2,0.11,2,0
"26790",21263728,3,203,40.78642,-73.97652,2,125,5,38,1.8,1,54
"26791",21264068,4,167,40.70555,-73.91333,1,75,3,9,0.45,1,0
"26792",21264131,2,14,40.68744,-73.94905,1,95,1,89,4.43,1,0
"26793",21264686,3,128,40.74624,-73.98648,2,140,2,76,3.73,4,148
"26794",21264903,3,95,40.80604,-73.94971,1,83,30,6,0.46,4,86
"26795",21265189,3,128,40.74465,-73.98535,2,135,2,84,4.03,4,103
